instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,monthday
8180,2011-12-12,4,0,12,11,0,1,1,2,0.26,0.2879,0.6,0.0896,15,100,115,12
8181,2011-12-12,4,0,12,12,0,1,1,1,0.28,0.2879,0.52,0.1045,7,138,145,12
8182,2011-12-12,4,0,12,13,0,1,1,2,0.3,0.3182,0.52,0.1045,13,153,166,12
8183,2011-12-12,4,0,12,14,0,1,1,2,0.32,0.3333,0.53,0.1343,16,95,111,12
8184,2011-12-12,4,0,12,15,0,1,1,2,0.32,0.3333,0.57,0.1045,8,124,132,12
8185,2011-12-12,4,0,12,16,0,1,1,2,0.32,0.3333,0.57,0.0896,5,209,214,12
8186,2011-12-12,4,0,12,17,0,1,1,2,0.3,0.3333,0.56,0.0,7,352,359,12
8187,2011-12-12,4,0,12,18,0,1,1,1,0.3,0.3182,0.56,0.0896,8,349,357,12
8188,2011-12-12,4,0,12,19,0,1,1,1,0.28,0.303,0.61,0.0896,9,232,241,12
8189,2011-12-12,4,0,12,20,0,1,1,1,0.3,0.3182,0.56,0.0896,8,157,165,12
8190,2011-12-12,4,0,12,21,0,1,1,1,0.26,0.303,0.81,0.0,2,119,121,12
8191,2011-12-12,4,0,12,22,0,1,1,1,0.26,0.303,0.7,0.0,0,71,71,12
8192,2011-12-12,4,0,12,23,0,1,1,1,0.24,0.2879,0.75,0.0,3,42,45,12
8193,2011-12-13,4,0,12,0,0,2,1,1,0.22,0.2727,0.8,0.0,1,16,17,13
8194,2011-12-13,4,0,12,1,0,2,1,1,0.2,0.2576,0.8,0.0,0,4,4,13
8195,2011-12-13,4,0,12,2,0,2,1,1,0.2,0.2576,0.8,0.0,1,1,2,13
8196,2011-12-13,4,0,12,3,0,2,1,1,0.18,0.2424,0.8,0.0,0,3,3,13
8197,2011-12-13,4,0,12,4,0,2,1,1,0.2,0.2576,0.8,0.0,0,4,4,13
8198,2011-12-13,4,0,12,5,0,2,1,1,0.18,0.2424,0.86,0.0,0,20,20,13
8199,2011-12-13,4,0,12,6,0,2,1,1,0.2,0.2576,0.8,0.0,0,92,92,13
8200,2011-12-13,4,0,12,7,0,2,1,1,0.16,0.1667,0.8,0.1642,2,221,223,13
8201,2011-12-13,4,0,12,8,0,2,1,1,0.2,0.2273,0.69,0.1045,9,391,400,13
8202,2011-12-13,4,0,12,9,0,2,1,1,0.26,0.2576,0.6,0.1642,10,223,233,13
8203,2011-12-13,4,0,12,10,0,2,1,1,0.3,0.303,0.52,0.1642,3,99,102,13
8204,2011-12-13,4,0,12,11,0,2,1,1,0.34,0.3182,0.46,0.2537,9,115,124,13
8205,2011-12-13,4,0,12,12,0,2,1,1,0.36,0.3333,0.43,0.3582,20,147,167,13
8206,2011-12-13,4,0,12,13,0,2,1,1,0.4,0.4091,0.37,0.3284,7,120,127,13
8207,2011-12-13,4,0,12,14,0,2,1,1,0.4,0.4091,0.37,0.2537,18,116,134,13
8208,2011-12-13,4,0,12,15,0,2,1,1,0.4,0.4091,0.35,0.2537,7,144,151,13
8209,2011-12-13,4,0,12,16,0,2,1,1,0.38,0.3939,0.37,0.2537,13,194,207,13
8210,2011-12-13,4,0,12,17,0,2,1,1,0.36,0.3485,0.4,0.19399999999999998,17,381,398,13
8211,2011-12-13,4,0,12,18,0,2,1,1,0.34,0.3182,0.42,0.2239,12,370,382,13
8212,2011-12-13,4,0,12,19,0,2,1,1,0.32,0.3182,0.49,0.1642,5,262,267,13
8213,2011-12-13,4,0,12,20,0,2,1,1,0.32,0.3182,0.49,0.1642,7,154,161,13
8214,2011-12-13,4,0,12,21,0,2,1,1,0.3,0.303,0.52,0.1642,5,134,139,13
8215,2011-12-13,4,0,12,22,0,2,1,1,0.3,0.303,0.52,0.1642,5,102,107,13
8216,2011-12-13,4,0,12,23,0,2,1,1,0.26,0.303,0.7,0.0,4,55,59,13
8217,2011-12-14,4,0,12,0,0,3,1,1,0.26,0.303,0.75,0.0,0,22,22,14
8218,2011-12-14,4,0,12,1,0,3,1,1,0.26,0.303,0.75,0.0,0,8,8,14
8219,2011-12-14,4,0,12,2,0,3,1,1,0.26,0.303,0.75,0.0,0,2,2,14
8220,2011-12-14,4,0,12,3,0,3,1,1,0.28,0.3182,0.65,0.0,0,3,3,14
8221,2011-12-14,4,0,12,4,0,3,1,1,0.26,0.303,0.75,0.0,0,4,4,14
8222,2011-12-14,4,0,12,5,0,3,1,2,0.26,0.303,0.81,0.0,0,26,26,14
8223,2011-12-14,4,0,12,6,0,3,1,2,0.26,0.303,0.87,0.0,0,87,87,14
8224,2011-12-14,4,0,12,7,0,3,1,1,0.28,0.3182,0.75,0.0,4,243,247,14
8225,2011-12-14,4,0,12,8,0,3,1,2,0.26,0.303,0.87,0.0,9,458,467,14
8226,2011-12-14,4,0,12,9,0,3,1,2,0.3,0.3333,0.61,0.0,9,230,239,14
8227,2011-12-14,4,0,12,10,0,3,1,2,0.32,0.3485,0.57,0.0,9,133,142,14
8228,2011-12-14,4,0,12,11,0,3,1,2,0.34,0.3636,0.55,0.0,12,103,115,14
8229,2011-12-14,4,0,12,12,0,3,1,2,0.36,0.3636,0.57,0.0896,6,138,144,14
8230,2011-12-14,4,0,12,13,0,3,1,2,0.36,0.3636,0.57,0.1045,14,119,133,14
8231,2011-12-14,4,0,12,14,0,3,1,2,0.38,0.3939,0.54,0.0896,17,134,151,14
8232,2011-12-14,4,0,12,15,0,3,1,2,0.38,0.3939,0.54,0.1045,24,143,167,14
8233,2011-12-14,4,0,12,16,0,3,1,2,0.38,0.3939,0.54,0.1045,12,233,245,14
8234,2011-12-14,4,0,12,17,0,3,1,2,0.36,0.3636,0.57,0.1045,19,377,396,14
8235,2011-12-14,4,0,12,18,0,3,1,2,0.36,0.3485,0.62,0.1642,11,379,390,14
8236,2011-12-14,4,0,12,19,0,3,1,2,0.36,0.3636,0.62,0.1045,9,259,268,14
8237,2011-12-14,4,0,12,20,0,3,1,2,0.34,0.3485,0.66,0.1045,6,169,175,14
8238,2011-12-14,4,0,12,21,0,3,1,2,0.34,0.3333,0.66,0.1642,9,145,154,14
8239,2011-12-14,4,0,12,22,0,3,1,1,0.34,0.3333,0.66,0.1642,5,99,104,14
8240,2011-12-14,4,0,12,23,0,3,1,1,0.32,0.3182,0.7,0.1642,3,48,51,14
8241,2011-12-15,4,0,12,0,0,4,1,1,0.32,0.3182,0.7,0.1642,5,45,50,15
8242,2011-12-15,4,0,12,1,0,4,1,2,0.32,0.3182,0.7,0.1642,5,15,20,15
8243,2011-12-15,4,0,12,2,0,4,1,2,0.32,0.3333,0.7,0.1343,2,5,7,15
8244,2011-12-15,4,0,12,3,0,4,1,2,0.32,0.3333,0.7,0.1343,1,2,3,15
8245,2011-12-15,4,0,12,4,0,4,1,2,0.32,0.303,0.7,0.2239,0,6,6,15
8246,2011-12-15,4,0,12,5,0,4,1,2,0.32,0.303,0.7,0.2836,0,24,24,15
8247,2011-12-15,4,0,12,6,0,4,1,1,0.32,0.3182,0.66,0.19399999999999998,2,90,92,15
8248,2011-12-15,4,0,12,7,0,4,1,1,0.32,0.3182,0.7,0.19399999999999998,6,252,258,15
8249,2011-12-15,4,0,12,8,0,4,1,2,0.34,0.3182,0.66,0.2239,8,449,457,15
8250,2011-12-15,4,0,12,9,0,4,1,2,0.36,0.3333,0.62,0.2836,6,274,280,15
8251,2011-12-15,4,0,12,10,0,4,1,2,0.4,0.4091,0.58,0.2985,4,105,109,15
8252,2011-12-15,4,0,12,11,0,4,1,2,0.4,0.4091,0.62,0.4179,9,126,135,15
8253,2011-12-15,4,0,12,12,0,4,1,2,0.46,0.4545,0.59,0.4925,17,140,157,15
8254,2011-12-15,4,0,12,13,0,4,1,2,0.5,0.4848,0.55,0.3582,14,150,164,15
8255,2011-12-15,4,0,12,14,0,4,1,2,0.52,0.5,0.52,0.3284,8,124,132,15
8256,2011-12-15,4,0,12,15,0,4,1,3,0.52,0.5,0.55,0.2239,6,76,82,15
8257,2011-12-15,4,0,12,16,0,4,1,3,0.46,0.4545,0.72,0.1642,7,124,131,15
8258,2011-12-15,4,0,12,17,0,4,1,2,0.52,0.5,0.59,0.2836,14,310,324,15
8259,2011-12-15,4,0,12,18,0,4,1,2,0.52,0.5,0.59,0.2985,14,363,377,15
8260,2011-12-15,4,0,12,19,0,4,1,2,0.52,0.5,0.59,0.2836,13,274,287,15
8261,2011-12-15,4,0,12,20,0,4,1,1,0.52,0.5,0.59,0.3284,12,209,221,15
8262,2011-12-15,4,0,12,21,0,4,1,1,0.5,0.4848,0.63,0.2985,10,145,155,15
8263,2011-12-15,4,0,12,22,0,4,1,1,0.52,0.5,0.63,0.3284,8,116,124,15
8264,2011-12-15,4,0,12,23,0,4,1,1,0.52,0.5,0.63,0.3284,10,104,114,15
8265,2011-12-16,4,0,12,0,0,5,1,1,0.5,0.4848,0.72,0.3284,12,60,72,16
8266,2011-12-16,4,0,12,1,0,5,1,1,0.5,0.4848,0.72,0.2239,3,28,31,16
8267,2011-12-16,4,0,12,2,0,5,1,1,0.48,0.4697,0.77,0.1045,0,23,23,16
8268,2011-12-16,4,0,12,3,0,5,1,1,0.46,0.4545,0.82,0.1343,2,3,5,16
8269,2011-12-16,4,0,12,4,0,5,1,2,0.5,0.4848,0.59,0.19399999999999998,1,4,5,16
8270,2011-12-16,4,0,12,5,0,5,1,1,0.48,0.4697,0.44,0.3881,0,26,26,16
8271,2011-12-16,4,0,12,6,0,5,1,2,0.44,0.4394,0.33,0.2985,2,80,82,16
8272,2011-12-16,4,0,12,7,0,5,1,2,0.38,0.3939,0.46,0.2985,5,226,231,16
8273,2011-12-16,4,0,12,8,0,5,1,1,0.36,0.3333,0.46,0.4179,10,449,459,16
8274,2011-12-16,4,0,12,9,0,5,1,1,0.36,0.3333,0.46,0.3881,8,235,243,16
8275,2011-12-16,4,0,12,10,0,5,1,1,0.34,0.303,0.46,0.2985,10,122,132,16
8276,2011-12-16,4,0,12,11,0,5,1,2,0.34,0.303,0.42,0.2985,9,135,144,16
8277,2011-12-16,4,0,12,12,0,5,1,2,0.34,0.303,0.42,0.3582,10,163,173,16
8278,2011-12-16,4,0,12,13,0,5,1,2,0.34,0.303,0.39,0.3582,12,125,137,16
8279,2011-12-16,4,0,12,14,0,5,1,2,0.34,0.3182,0.42,0.2239,13,115,128,16
8280,2011-12-16,4,0,12,15,0,5,1,2,0.32,0.303,0.45,0.2985,12,141,153,16
8281,2011-12-16,4,0,12,16,0,5,1,2,0.32,0.303,0.45,0.2239,12,212,224,16
8282,2011-12-16,4,0,12,17,0,5,1,2,0.32,0.303,0.45,0.2836,13,352,365,16
8283,2011-12-16,4,0,12,18,0,5,1,2,0.32,0.303,0.45,0.2537,10,285,295,16
8284,2011-12-16,4,0,12,19,0,5,1,2,0.32,0.303,0.45,0.2239,11,203,214,16
8285,2011-12-16,4,0,12,20,0,5,1,2,0.32,0.3182,0.45,0.19399999999999998,6,146,152,16
8286,2011-12-16,4,0,12,21,0,5,1,2,0.32,0.3182,0.45,0.1642,7,95,102,16
8287,2011-12-16,4,0,12,22,0,5,1,2,0.3,0.303,0.49,0.1642,6,100,106,16
8288,2011-12-16,4,0,12,23,0,5,1,2,0.3,0.303,0.49,0.1343,4,71,75,16
8289,2011-12-17,4,0,12,0,0,6,0,1,0.3,0.2879,0.49,0.2836,3,59,62,17
8290,2011-12-17,4,0,12,1,0,6,0,2,0.3,0.2879,0.52,0.2537,4,39,43,17
8291,2011-12-17,4,0,12,2,0,6,0,2,0.28,0.2727,0.56,0.2239,11,47,58,17
8292,2011-12-17,4,0,12,3,0,6,0,1,0.26,0.2576,0.6,0.19399999999999998,4,22,26,17
8293,2011-12-17,4,0,12,4,0,6,0,1,0.24,0.2424,0.65,0.1642,0,9,9,17
8294,2011-12-17,4,0,12,5,0,6,0,2,0.26,0.2576,0.6,0.19399999999999998,2,7,9,17
8295,2011-12-17,4,0,12,6,0,6,0,2,0.26,0.2424,0.56,0.2836,0,17,17,17
8296,2011-12-17,4,0,12,7,0,6,0,2,0.26,0.2576,0.56,0.2239,0,20,20,17
8297,2011-12-17,4,0,12,8,0,6,0,2,0.26,0.2576,0.56,0.2239,4,55,59,17
8298,2011-12-17,4,0,12,9,0,6,0,2,0.26,0.2424,0.56,0.2537,5,95,100,17
8299,2011-12-17,4,0,12,10,0,6,0,2,0.26,0.2424,0.52,0.2836,10,171,181,17
8300,2011-12-17,4,0,12,11,0,6,0,2,0.28,0.2576,0.45,0.3284,21,188,209,17
8301,2011-12-17,4,0,12,12,0,6,0,2,0.28,0.2576,0.45,0.2836,28,216,244,17
8302,2011-12-17,4,0,12,13,0,6,0,2,0.28,0.2727,0.48,0.2537,32,204,236,17
8303,2011-12-17,4,0,12,14,0,6,0,1,0.28,0.2576,0.45,0.3582,30,207,237,17
8304,2011-12-17,4,0,12,15,0,6,0,1,0.28,0.2576,0.45,0.2836,33,195,228,17
8305,2011-12-17,4,0,12,16,0,6,0,1,0.28,0.2727,0.45,0.2239,30,192,222,17
8306,2011-12-17,4,0,12,17,0,6,0,1,0.26,0.2576,0.48,0.2239,12,153,165,17
8307,2011-12-17,4,0,12,18,0,6,0,1,0.26,0.2273,0.48,0.3881,7,150,157,17
8308,2011-12-17,4,0,12,19,0,6,0,3,0.24,0.2121,0.65,0.3284,11,95,106,17
8309,2011-12-17,4,0,12,20,0,6,0,1,0.22,0.2121,0.69,0.2537,7,99,106,17
8310,2011-12-17,4,0,12,21,0,6,0,1,0.2,0.2121,0.75,0.1642,8,88,96,17
8311,2011-12-17,4,0,12,22,0,6,0,1,0.2,0.2121,0.75,0.1642,7,73,80,17
8312,2011-12-17,4,0,12,23,0,6,0,1,0.2,0.2273,0.75,0.0,6,63,69,17
8313,2011-12-18,4,0,12,0,0,0,0,1,0.2,0.2121,0.75,0.1343,7,64,71,18
8314,2011-12-18,4,0,12,1,0,0,0,1,0.2,0.2273,0.69,0.1045,3,43,46,18
8315,2011-12-18,4,0,12,2,0,0,0,1,0.22,0.2424,0.55,0.1045,2,39,41,18
8316,2011-12-18,4,0,12,3,0,0,0,1,0.22,0.2121,0.55,0.2239,2,16,18,18
8317,2011-12-18,4,0,12,4,0,0,0,1,0.22,0.2121,0.55,0.2239,0,1,1,18
8318,2011-12-18,4,0,12,5,0,0,0,1,0.2,0.2273,0.59,0.1045,1,4,5,18
8319,2011-12-18,4,0,12,6,0,0,0,1,0.2,0.2121,0.59,0.1343,0,3,3,18
8320,2011-12-18,4,0,12,7,0,0,0,1,0.2,0.2121,0.59,0.1642,1,11,12,18
8321,2011-12-18,4,0,12,8,0,0,0,1,0.2,0.2576,0.69,0.0,1,31,32,18
8322,2011-12-18,4,0,12,9,0,0,0,1,0.22,0.2273,0.64,0.1642,6,75,81,18
8323,2011-12-18,4,0,12,10,0,0,0,1,0.24,0.2273,0.6,0.2537,7,122,129,18
8324,2011-12-18,4,0,12,11,0,0,0,2,0.24,0.2273,0.6,0.2239,20,168,188,18
8325,2011-12-18,4,0,12,12,0,0,0,1,0.26,0.2576,0.6,0.2239,26,202,228,18
8326,2011-12-18,4,0,12,13,0,0,0,1,0.3,0.2727,0.49,0.2985,18,210,228,18
8327,2011-12-18,4,0,12,14,0,0,0,1,0.3,0.2879,0.49,0.2836,19,200,219,18
8328,2011-12-18,4,0,12,15,0,0,0,1,0.32,0.303,0.45,0.2836,23,184,207,18
8329,2011-12-18,4,0,12,16,0,0,0,1,0.28,0.2727,0.48,0.2537,27,207,234,18
8330,2011-12-18,4,0,12,17,0,0,0,1,0.28,0.2727,0.46,0.1642,10,126,136,18
8331,2011-12-18,4,0,12,18,0,0,0,1,0.28,0.2727,0.45,0.19399999999999998,15,123,138,18
8332,2011-12-18,4,0,12,19,0,0,0,1,0.26,0.2727,0.52,0.1343,5,130,135,18
8333,2011-12-18,4,0,12,20,0,0,0,1,0.24,0.2576,0.6,0.1045,10,94,104,18
8334,2011-12-18,4,0,12,21,0,0,0,1,0.22,0.2727,0.64,0.0,9,80,89,18
8335,2011-12-18,4,0,12,22,0,0,0,1,0.22,0.2273,0.75,0.19399999999999998,2,47,49,18
8336,2011-12-18,4,0,12,23,0,0,0,1,0.2,0.2273,0.75,0.1045,6,31,37,18
8337,2011-12-19,4,0,12,0,0,1,1,1,0.2,0.2273,0.75,0.0896,3,14,17,19
8338,2011-12-19,4,0,12,1,0,1,1,1,0.18,0.2121,0.8,0.0896,3,8,11,19
8339,2011-12-19,4,0,12,2,0,1,1,1,0.18,0.2121,0.8,0.0896,0,3,3,19
8340,2011-12-19,4,0,12,3,0,1,1,1,0.16,0.19699999999999998,0.86,0.0896,0,3,3,19
8341,2011-12-19,4,0,12,4,0,1,1,1,0.16,0.1818,0.86,0.1343,0,4,4,19
8342,2011-12-19,4,0,12,5,0,1,1,1,0.14,0.1667,0.93,0.1045,0,21,21,19
8343,2011-12-19,4,0,12,6,0,1,1,1,0.16,0.1818,0.86,0.1045,0,68,68,19
8344,2011-12-19,4,0,12,7,0,1,1,1,0.18,0.2121,0.74,0.1045,4,187,191,19
8345,2011-12-19,4,0,12,8,0,1,1,1,0.2,0.19699999999999998,0.75,0.19399999999999998,8,389,397,19
8346,2011-12-19,4,0,12,9,0,1,1,1,0.22,0.2121,0.69,0.2239,17,166,183,19
8347,2011-12-19,4,0,12,10,0,1,1,1,0.24,0.2273,0.67,0.19399999999999998,12,96,108,19
8348,2011-12-19,4,0,12,11,0,1,1,1,0.26,0.2424,0.65,0.2537,22,105,127,19
8349,2011-12-19,4,0,12,12,0,1,1,1,0.3,0.2727,0.61,0.3284,13,128,141,19
8350,2011-12-19,4,0,12,13,0,1,1,1,0.34,0.303,0.49,0.3284,15,127,142,19
8351,2011-12-19,4,0,12,14,0,1,1,1,0.36,0.3485,0.46,0.2239,30,107,137,19
8352,2011-12-19,4,0,12,15,0,1,1,1,0.38,0.3939,0.46,0.1642,24,135,159,19
8353,2011-12-19,4,0,12,16,0,1,1,1,0.4,0.4091,0.4,0.2537,19,189,208,19
8354,2011-12-19,4,0,12,17,0,1,1,1,0.38,0.3939,0.46,0.19399999999999998,16,362,378,19
8355,2011-12-19,4,0,12,18,0,1,1,1,0.36,0.3485,0.5,0.19399999999999998,11,343,354,19
8356,2011-12-19,4,0,12,19,0,1,1,2,0.36,0.3485,0.53,0.1642,17,234,251,19
8357,2011-12-19,4,0,12,20,0,1,1,1,0.4,0.4091,0.4,0.1642,9,197,206,19
8358,2011-12-19,4,0,12,21,0,1,1,2,0.36,0.3485,0.53,0.1343,15,112,127,19
8359,2011-12-19,4,0,12,22,0,1,1,2,0.36,0.3485,0.57,0.1642,12,95,107,19
8360,2011-12-19,4,0,12,23,0,1,1,1,0.36,0.3485,0.53,0.1642,10,50,60,19
8646,2012-01-01,1,1,1,0,0,0,0,1,0.36,0.3788,0.66,0.0,5,43,48,1
8647,2012-01-01,1,1,1,1,0,0,0,1,0.36,0.3485,0.66,0.1343,15,78,93,1
8648,2012-01-01,1,1,1,2,0,0,0,1,0.32,0.3485,0.76,0.0,16,59,75,1
8649,2012-01-01,1,1,1,3,0,0,0,1,0.3,0.3333,0.81,0.0,11,41,52,1
8650,2012-01-01,1,1,1,4,0,0,0,1,0.28,0.303,0.81,0.0896,0,8,8,1
8651,2012-01-01,1,1,1,5,0,0,0,1,0.28,0.2879,0.81,0.1045,0,5,5,1
8652,2012-01-01,1,1,1,6,0,0,0,1,0.26,0.2727,0.93,0.1343,1,1,2,1
8653,2012-01-01,1,1,1,7,0,0,0,1,0.26,0.2576,0.93,0.1642,1,6,7,1
8654,2012-01-01,1,1,1,8,0,0,0,1,0.26,0.2727,0.87,0.1045,4,10,14,1
8655,2012-01-01,1,1,1,9,0,0,0,1,0.26,0.2727,0.93,0.1045,13,27,40,1
8656,2012-01-01,1,1,1,10,0,0,0,1,0.3,0.3182,0.81,0.1045,18,52,70,1
8657,2012-01-01,1,1,1,11,0,0,0,1,0.34,0.3333,0.76,0.1343,40,98,138,1
8658,2012-01-01,1,1,1,12,0,0,0,1,0.4,0.4091,0.62,0.2836,58,143,201,1
8659,2012-01-01,1,1,1,13,0,0,0,1,0.42,0.4242,0.58,0.2836,82,141,223,1
8660,2012-01-01,1,1,1,14,0,0,0,1,0.44,0.4394,0.54,0.2985,120,147,267,1
8661,2012-01-01,1,1,1,15,0,0,0,1,0.46,0.4545,0.51,0.2985,101,164,265,1
8662,2012-01-01,1,1,1,16,0,0,0,2,0.44,0.4394,0.54,0.2985,68,147,215,1
8663,2012-01-01,1,1,1,17,0,0,0,2,0.48,0.4697,0.48,0.1642,36,75,111,1
8664,2012-01-01,1,1,1,18,0,0,0,3,0.46,0.4545,0.59,0.2537,25,81,106,1
8665,2012-01-01,1,1,1,19,0,0,0,3,0.42,0.4242,0.67,0.3881,20,85,105,1
8666,2012-01-01,1,1,1,20,0,0,0,2,0.44,0.4394,0.62,0.2985,25,58,83,1
8667,2012-01-01,1,1,1,21,0,0,0,2,0.44,0.4394,0.67,0.2537,10,61,71,1
8668,2012-01-01,1,1,1,22,0,0,0,1,0.46,0.4545,0.55,0.4179,13,53,66,1
8669,2012-01-01,1,1,1,23,0,0,0,1,0.44,0.4394,0.51,0.2985,4,25,29,1
8670,2012-01-02,1,1,1,0,1,1,0,1,0.4,0.4091,0.4,0.4627,8,31,39,2
8671,2012-01-02,1,1,1,1,1,1,0,1,0.36,0.3333,0.43,0.4179,1,11,12,2
8672,2012-01-02,1,1,1,2,1,1,0,1,0.36,0.3182,0.34,0.4478,1,6,7,2
8673,2012-01-02,1,1,1,4,1,1,0,1,0.28,0.2576,0.45,0.3284,0,4,4,2
8674,2012-01-02,1,1,1,5,1,1,0,1,0.28,0.2576,0.45,0.3284,1,3,4,2
8675,2012-01-02,1,1,1,6,1,1,0,1,0.26,0.2273,0.41,0.3881,0,14,14,2
8676,2012-01-02,1,1,1,7,1,1,0,1,0.24,0.2121,0.32,0.3881,0,16,16,2
8677,2012-01-02,1,1,1,8,1,1,0,1,0.24,0.2273,0.35,0.2537,2,51,53,2
8678,2012-01-02,1,1,1,9,1,1,0,1,0.24,0.2576,0.35,0.0,15,53,68,2
8679,2012-01-02,1,1,1,10,1,1,0,1,0.26,0.2424,0.35,0.2836,20,89,109,2
8680,2012-01-02,1,1,1,11,1,1,0,1,0.26,0.2121,0.35,0.4925,33,142,175,2
8681,2012-01-02,1,1,1,12,1,1,0,1,0.28,0.2727,0.36,0.2537,41,161,202,2
8682,2012-01-02,1,1,1,13,1,1,0,1,0.3,0.2727,0.36,0.2985,26,150,176,2
8683,2012-01-02,1,1,1,14,1,1,0,1,0.3,0.2727,0.36,0.4179,10,141,151,2
8684,2012-01-02,1,1,1,15,1,1,0,1,0.28,0.2424,0.38,0.4478,29,139,168,2
8685,2012-01-02,1,1,1,16,1,1,0,1,0.26,0.2273,0.35,0.4179,10,144,154,2
8686,2012-01-02,1,1,1,17,1,1,0,1,0.26,0.2273,0.35,0.3881,17,136,153,2
8687,2012-01-02,1,1,1,18,1,1,0,1,0.26,0.2424,0.33,0.2537,13,113,126,2
8688,2012-01-02,1,1,1,19,1,1,0,1,0.24,0.2273,0.38,0.2239,4,89,93,2
8689,2012-01-02,1,1,1,20,1,1,0,1,0.24,0.2273,0.41,0.2239,5,83,88,2
8690,2012-01-02,1,1,1,21,1,1,0,2,0.24,0.2121,0.41,0.3284,3,63,66,2
8691,2012-01-02,1,1,1,22,1,1,0,2,0.22,0.2121,0.44,0.2836,3,36,39,2
8692,2012-01-02,1,1,1,23,1,1,0,1,0.22,0.2121,0.44,0.2537,2,32,34,2
8693,2012-01-03,1,1,1,0,0,2,1,1,0.2,0.19699999999999998,0.51,0.2537,0,13,13,3
8694,2012-01-03,1,1,1,1,0,2,1,1,0.18,0.1818,0.55,0.2239,1,5,6,3
8695,2012-01-03,1,1,1,2,0,2,1,1,0.18,0.1667,0.51,0.2537,0,3,3,3
8696,2012-01-03,1,1,1,3,0,2,1,1,0.16,0.1364,0.55,0.2836,0,2,2,3
8697,2012-01-03,1,1,1,4,0,2,1,1,0.16,0.1515,0.55,0.2537,0,5,5,3
8698,2012-01-03,1,1,1,5,0,2,1,1,0.14,0.1364,0.54,0.19399999999999998,0,12,12,3
8699,2012-01-03,1,1,1,6,0,2,1,1,0.14,0.1212,0.59,0.2836,4,81,85,3
8700,2012-01-03,1,1,1,7,0,2,1,1,0.14,0.1212,0.59,0.2537,2,168,170,3
8701,2012-01-03,1,1,1,8,0,2,1,1,0.16,0.1364,0.55,0.2836,5,349,354,3
8702,2012-01-03,1,1,1,9,0,2,1,1,0.16,0.1364,0.5,0.2836,8,145,153,3
8703,2012-01-03,1,1,1,10,0,2,1,1,0.16,0.1212,0.47,0.4627,5,55,60,3
8704,2012-01-03,1,1,1,11,0,2,1,1,0.18,0.1364,0.37,0.5224,12,63,75,3
8705,2012-01-03,1,1,1,12,0,2,1,1,0.18,0.1364,0.37,0.5224,4,70,74,3
8706,2012-01-03,1,1,1,13,0,2,1,1,0.18,0.1212,0.34,0.6567,5,68,73,3
8707,2012-01-03,1,1,1,14,0,2,1,1,0.16,0.1212,0.43,0.5224,7,72,79,3
8708,2012-01-03,1,1,1,15,0,2,1,1,0.16,0.1212,0.37,0.4179,9,68,77,3
8709,2012-01-03,1,1,1,16,0,2,1,1,0.14,0.0909,0.39,0.5821,7,129,136,3
8710,2012-01-03,1,1,1,17,0,2,1,1,0.14,0.1061,0.26,0.4627,4,241,245,3
8711,2012-01-03,1,1,1,18,0,2,1,1,0.14,0.0909,0.26,0.5224,10,214,224,3
8712,2012-01-03,1,1,1,19,0,2,1,1,0.12,0.0909,0.28,0.4179,4,152,156,3
8713,2012-01-03,1,1,1,20,0,2,1,1,0.12,0.1212,0.33,0.2537,0,115,115,3
8714,2012-01-03,1,1,1,21,0,2,1,1,0.1,0.1061,0.36,0.2239,2,66,68,3
8715,2012-01-03,1,1,1,22,0,2,1,1,0.1,0.1061,0.46,0.2537,0,33,33,3
8716,2012-01-03,1,1,1,23,0,2,1,1,0.1,0.0758,0.46,0.3881,0,18,18,3
8717,2012-01-04,1,1,1,0,0,3,1,1,0.08,0.0606,0.42,0.3284,0,9,9,4
8718,2012-01-04,1,1,1,1,0,3,1,1,0.04,0.0303,0.38,0.2985,0,3,3,4
8719,2012-01-04,1,1,1,2,0,3,1,1,0.02,0.0152,0.34,0.2836,0,1,1,4
8720,2012-01-04,1,1,1,3,0,3,1,1,0.02,0.0152,0.34,0.2836,0,1,1,4
8721,2012-01-04,1,1,1,4,0,3,1,1,0.02,0.0455,0.41,0.19399999999999998,0,2,2,4
8722,2012-01-04,1,1,1,5,0,3,1,1,0.02,0.0455,0.41,0.19399999999999998,0,14,14,4
8723,2012-01-04,1,1,1,6,0,3,1,1,0.02,0.0455,0.41,0.1642,0,59,59,4
8724,2012-01-04,1,1,1,7,0,3,1,1,0.02,0.0455,0.44,0.19399999999999998,1,151,152,4
8725,2012-01-04,1,1,1,8,0,3,1,1,0.02,0.0606,0.44,0.1343,5,310,315,4
8726,2012-01-04,1,1,1,9,0,3,1,1,0.04,0.0606,0.45,0.1343,7,173,180,4
8727,2012-01-04,1,1,1,10,0,3,1,1,0.06,0.1061,0.45,0.0,7,57,64,4
8728,2012-01-04,1,1,1,11,0,3,1,2,0.08,0.1212,0.42,0.0896,6,40,46,4
8729,2012-01-04,1,1,1,12,0,3,1,2,0.1,0.1061,0.46,0.19399999999999998,9,75,84,4
8730,2012-01-04,1,1,1,13,0,3,1,2,0.14,0.1212,0.43,0.2537,9,82,91,4
8731,2012-01-04,1,1,1,14,0,3,1,2,0.14,0.1212,0.46,0.2537,6,69,75,4
